1 0 0.000000000000000008715315073428954293704742624315778161975324828678720685682392179022509932397180794597085027976750991
1 1 1.25
1 2 1.333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1 3 1.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1 4 1.377083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1 5 1.382291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667
1 6 1.38452380952380952380952380952380952380952380952380952380952380952380952380952380952380952380952381
1 7 1.38550037202380952380952380952380952380952380952380952380952380952380952380952380952380952380952381
1 8 1.385934399801587301587301587301587301587301587301587301587301587301587301587301587301587301587301587
1 9 1.386129712301587301587301587301587301587301587301587301587301587301587301587301587301587301587301587
1 10 1.386218490710678210678210678210678210678210678210678210678210678210678210678210678210678210678210678
1 11 1.386259180814844877344877344877344877344877344877344877344877344877344877344877344877344877344877345
1 12 1.386277960862921800421800421800421800421800421800421800421800421800421800421800421800421800421800422
1 13 1.386286680170957514707514707514707514707514707514707514707514707514707514707514707514707514707514708
1 14 1.386290749181374181374181374181374181374181374181374181374181374181374181374181374181374181374181374
1 15 1.386292656530006993874181374181374181374181374181374181374181374181374181374181374181374181374181374
1 16 1.386293554105834199756534315357844769609475491828433004903593138887256534315357844769609475491828433
1 17 1.386293977961085935867645426468955880720586602939544116014704249998367645426468955880720586602939544
1 18 1.386294178734626231920277005416324301773218181886912537067335828945736066479100534828089007655571123
1 19 1.386294274102057872545277005416324301773218181886912537067335828945736066479100534828089007655571123
1 20 1.386294319515120558557181767321086206535122943791674441829240590850497971241005296732850912417475885
2 0 18490803293384296.87499999999999999128468492657104570629525737568422183802467517132127931431760782098
2 1 134058323877036151.0937500000000000043576575367144771468523713121578890809876624143393603428411960895
2 2 509652765773904681.9088541666666666666666666666666666666666666666666666666666666666666666666666666667
3 0 -8474951509467802.734374999999999995642342463285522853147628687842110919012337585660639657158803910489
3 1 -57013310154601581.40625000000000000435765753671447714685237131215788908098766241433936034284119608951
3 2 -201472710884166401.325520833333333332243918949154714046620240505293861063086417729748493247623034311
3 3 178551819301742116.5221354166666666666666666666666666666666666666666666666666666666666666666666666667
4 0 2869647612560244.140624999999999998547447487761840951049209562614036973004112528553546552386267970163
4 1 17893425288434985.14322916666666666884549543502390524009285232274561120716049787383634683808726471142
4 2 58727282561325307.7074652777777777766883633935991584910646849497383055075308621741929376920674787554
4 3 -90419023169687614.68012152777777777759620871374800789665892897310453239940329184384697109682606127405
4 4 35043966363939430.81765407986111111111111111111111111111111111111111111111111111111111111111111111111
5 0 -714366645680676.2695312499999999996368618719404602377623023906535092432510281321383866380965669925407
5 1 -4094856197052714.791666666666666667392942922785746191142061885359648180164610402389893390473532681585
5 2 -12377195172214431.20095486111111111056640391902180146775456469709137497598765330931869106825596159992
5 3 30109919686803132.92936197916666666648509760263689678554781786199342128829218073273585998571495016294
5 4 -19748637370553613.72338867187499999997730386699627876486014389941584432770318925825864916488103543703
5 5 4890850017289243.694430881076388888888888888888888888888888888888888888888888888888888888888888888889
0.1000000000000000055511151231257827021181583404541015625 1 0 0.00000000000000000005535524866737758722741793834770479136155598575710040169233769700555052349960244259925375625765650374
0.1000000000000000055511151231257827021181583404541015625 1 1 1.04545454545454545683930376988668705541513713910733967894840846130926838449911667795746032416084791
0.1000000000000000055511151231257827021181583404541015625 1 2 1.04820936639118457557464637560297970826623977851187055865952995470263252105219162577048694638295712
0.1000000000000000055511151231257827021181583404541015625 1 3 1.048397195091409970043352996341620082664709298258386305788085223883428011694824543386392628994306679
0.1000000000000000055511151231257827021181583404541015625 1 4 1.048410855360517271459948293544680371936707623675231835281785795489994445445925866101875321419044285
0.1000000000000000055511151231257827021181583404541015625 1 5 1.048411890229389036718833494935013802135384344429457749520623715653360728264542168121163235650477845
0.1000000000000000055511151231257827021181583404541015625 1 6 1.048411970868521901544205242393701773020908875092537130429800467921086160284064936416782312990492058
0.1000000000000000055511151231257827021181583404541015625 1 7 1.048411977282998379428041955100619073573795786562543911377130919460928805175816535970418926462293661
0.1000000000000000055511151231257827021181583404541015625 1 8 1.048411977801339912994412624709624242628994007169460491255856925160490106791861310235211965288084025
0.1000000000000000055511151231257827021181583404541015625 1 9 1.048411977843749674831661136181465304669081844420351267511314431059911269841574307332049270906733206
0.1000000000000000055511151231257827021181583404541015625 1 10 1.048411977847254613826475062926261688686604423000519244277308172014766562320285425341114550770276977
0.1000000000000000055511151231257827021181583404541015625 1 11 1.048411977847546692076042890169734356945447113581741321930778067098749072845884052983972445668625494
0.1000000000000000055511151231257827021181583404541015625 1 12 1.048411977847571202138943686862731193688067407318070935434506539882787834000028724196982747070653067
0.1000000000000000055511151231257827021181583404541015625 1 13 1.048411977847573271170227520349906768239002054148378832349701695014269831010531751613354831071036626
0.1000000000000000055511151231257827021181583404541015625 1 14 1.048411977847573446724397057736706282334888449413378281027976871710753330128270916732966989451733079
0.1000000000000000055511151231257827021181583404541015625 1 15 1.048411977847573461686400143309445632338984226986673361543281935836821612704519809170838305148993295
0.1000000000000000055511151231257827021181583404541015625 1 16 1.048411977847573462966571530310321791060424877340018807740036182186536939461557749087768931166029086
0.1000000000000000055511151231257827021181583404541015625 1 17 1.048411977847573463076485235254841466800440153185280095731448800435819638674497983658215027962064649
0.1000000000000000055511151231257827021181583404541015625 1 18 1.048411977847573463085951487355326415428009338995944146572041777479778305168324043273487131172490735
0.1000000000000000055511151231257827021181583404541015625 1 19 1.04841197784757346308676902730945920648710175416273872306212500398691793540679071323406457140142565
0.1000000000000000055511151231257827021181583404541015625 1 20 1.048411977847573463086839809989470703552067062365409717610613353418557553827981932191495169355236152
0.1000000000000000055511151231257827021181583404541015625 2 0 57264904555333464842764.76002962181573502624158013433628010503712703113053379376968308559840902965247
0.1000000000000000055511151231257827021181583404541015625 2 1 708002456320486471135709.5651031536079308121660756876183875797924068874968756321729324829436036235414
0.1000000000000000055511151231257827021181583404541015625 2 2 4553269807660026943461733.977757202273291969167228835560803221101037487483520987343284543096815625384
